,y,a,b,c,h,yy,dy,B,night,hypo,dips,twos,tres,fp,tp,A,C
2022-02-01 08:13:13,4.38509,0.0,0.097905,0.0,,4.38509,0.05550999999999995,0.07868011241853667,False,False,False,False,False,False,False,2.193311582465564e-24,0.0
2022-02-01 08:18:13,4.4406,0.0,0.097905,0.0,,4.4406,0.05550999999999995,0.07925967857091028,False,False,False,False,False,False,False,1.096655791232782e-24,0.0
2022-02-01 08:23:13,4.55161,0.0,0.097905,0.0,,4.55161,0.11101000000000028,0.07982083078860772,False,False,False,False,False,False,False,5.48327895616391e-25,0.0
2022-02-01 08:28:13,4.71814,0.0,0.097905,0.0,,4.71814,0.16652999999999984,0.08036420982462522,False,False,False,False,False,False,False,2.741639478081955e-25,0.0
2022-02-01 08:33:13,4.77364,0.0,0.097905,0.0,,4.77364,0.05550000000000033,0.0808904308419246,False,False,False,False,False,False,False,1.3708197390409775e-25,0.0
2022-02-01 08:38:13,4.66263,0.0,0.097905,0.0,,4.66263,-0.11101000000000028,0.08140008462783438,False,False,False,False,False,False,False,6.854098695204888e-26,0.0
2022-02-01 08:43:13,4.55161,0.0,0.097905,0.0,,4.55161,-0.1110199999999999,0.08189373873976082,False,False,False,False,False,False,False,3.427049347602444e-26,0.0
2022-02-01 08:48:13,4.38509,0.0,0.058743,0.0,,4.38509,-0.16652000000000022,0.08120230790599867,False,False,False,False,False,False,False,1.713524673801222e-26,0.0
2022-02-01 08:53:13,4.21857,0.0,0.0,0.0,,4.21857,-0.16652000000000022,0.07878046837541036,False,False,False,False,False,False,False,8.56762336900611e-27,0.0
2022-02-01 08:58:13,4.27408,0.0,0.0,0.0,,4.27408,0.05550999999999995,0.0764340430364576,False,False,False,False,False,False,False,4.283811684503055e-27,0.0
2022-02-01 09:03:13,4.16306,0.0,0.037575375,0.0,,4.16306,-0.1110199999999999,0.0752781841724093,False,False,False,False,False,False,False,2.1419058422515274e-27,0.0
2022-02-01 09:08:13,4.21857,0.0,0.062625625,0.0,,4.21857,0.05550999999999995,0.07490231130836192,False,False,False,False,False,False,False,1.0709529211257637e-27,0.0
2022-02-01 09:13:13,4.05205,0.0,0.062625625,0.0,,4.05205,-0.16651999999999934,0.0745380559827777,False,False,False,False,False,False,False,5.3547646056288185e-28,0.0
2022-02-01 09:18:13,4.16306,0.0,0.037575375,0.0,,4.16306,0.11100999999999939,0.07344267217034582,False,False,False,False,False,False,False,2.6773823028144093e-28,0.0
2022-02-01 09:23:13,4.49611,0.0,0.039062487804878,0.0,,4.49611,0.33305000000000007,0.07242500768950258,False,False,False,False,False,False,False,1.3386911514072046e-28,0.0
2022-02-01 09:28:13,4.60712,0.0,0.0651041463414634,0.0,,4.60712,0.11101000000000028,0.07220855292970182,False,False,False,False,False,False,False,6.693455757036023e-29,0.0
2022-02-01 09:33:13,4.77364,0.0,0.3651041463414634,0.0,,4.77364,0.16652000000000022,0.08085904599674368,False,False,False,False,False,False,False,3.3467278785180116e-29,0.0
2022-02-01 09:38:13,4.82915,0.0,0.2651041463414634,0.0,,4.82915,0.05550999999999995,0.08629481654759989,False,False,False,False,False,False,False,1.6733639392590058e-29,0.0
2022-02-01 09:43:13,5.05118,0.0,0.1901041463414634,0.0,,5.05118,0.22202999999999928,0.08935432987386652,False,False,False,False,False,False,False,8.366819696295029e-30,0.0
2022-02-01 09:48:13,5.10669,0.0,0.1901041463414634,0.0,,5.10669,0.055510000000000836,0.09232069257166708,False,False,False,False,False,False,False,4.1834098481475145e-30,0.0
2022-02-01 09:53:13,5.05118,0.0,0.1651041463414634,0.0,,5.05118,-0.055510000000000836,0.09446155866210579,False,False,False,False,False,False,False,2.0917049240737572e-30,0.0
2022-02-01 09:58:13,4.88466,40.0,4.065104146341463,40.0,,4.88466,-0.16651999999999934,0.2111443837914525,False,False,False,False,False,False,False,20.0,4.364055436274014
